permission_id,legacy_key,legacy_table_name,proposed_ability,assigned_role_ids,assigned_role_names,assignment_count,target_scope,authorization_contract,migration_status,required_test
439,edit_all_styles,all_styles,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\AllStylesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
440,add_all_styles,all_styles,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStylesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
441,delete_all_styles,all_styles,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\AllStylesResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
442,browse_header_menu,header_menu,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HeaderMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
443,read_header_menu,header_menu,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HeaderMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
444,edit_header_menu,header_menu,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\HeaderMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
445,add_header_menu,header_menu,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\HeaderMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
446,delete_header_menu,header_menu,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\HeaderMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
447,browse_footer_menu,footer_menu,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\FooterMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
448,read_footer_menu,footer_menu,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\FooterMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
449,edit_footer_menu,footer_menu,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\FooterMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
450,add_footer_menu,footer_menu,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\FooterMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
451,delete_footer_menu,footer_menu,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\FooterMenuResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
452,browse_all_style_form,all_style_form,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStyleFormResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
453,read_all_style_form,all_style_form,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStyleFormResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
454,edit_all_style_form,all_style_form,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\AllStyleFormResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
455,add_all_style_form,all_style_form,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStyleFormResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
456,delete_all_style_form,all_style_form,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\AllStyleFormResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
457,browse_all_style_form_step_items,all_style_form_step_items,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStyleFormStepItemsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
458,read_all_style_form_step_items,all_style_form_step_items,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStyleFormStepItemsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
459,edit_all_style_form_step_items,all_style_form_step_items,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\AllStyleFormStepItemsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
460,add_all_style_form_step_items,all_style_form_step_items,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Catalog\Resources\AllStyleFormStepItemsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
461,delete_all_style_form_step_items,all_style_form_step_items,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Catalog\Resources\AllStyleFormStepItemsResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
462,browse_newhome_top_slider,newhome_top_slider,viewAny,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\NewhomeTopSliderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
463,read_newhome_top_slider,newhome_top_slider,view,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\NewhomeTopSliderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
464,edit_newhome_top_slider,newhome_top_slider,update,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\NewhomeTopSliderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
465,add_newhome_top_slider,newhome_top_slider,create,1|4|5|8,"admin|manager|Admin 2|seo_manager",4,"App\Filament\Clusters\Content\Resources\NewhomeTopSliderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
466,delete_newhome_top_slider,newhome_top_slider,delete,1|4|8,admin|manager|seo_manager,3,"App\Filament\Clusters\Content\Resources\NewhomeTopSliderResource","Map exact legacy assignment to Policy/Action ability; canAccessPanel is an additional perimeter; deny unknown roles/actions",ready_for_role_matrix_test,"For each of 8 roles: navigation visibility + direct URL + table query scope + record action + Livewire request"
